post_title,product_page_url,ebook Link,Audiobook Link,post_excerpt,sku,regular_price,sale_price,weight,images,meta:total_sales,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Dimension,attribute_data:Dimension,attribute:Edition,attribute_data:Edition,attribute:SIZE,attribute_data:SIZE,attribute:SIZE (Inches),attribute_data:SIZE (Inches),attribute:TYPE,attribute_data:TYPE,attribute:VARIATION,attribute_data:VARIATION,attribute:pa_artist,attribute_data:pa_artist,attribute:pa_authorby,attribute_data:pa_authorby,attribute:pa_binding,attribute_data:pa_binding,attribute:pa_isbn,attribute_data:pa_isbn,attribute:pa_language,attribute_data:pa_language,attribute:pa_media-type,attribute_data:pa_media-type,attribute:pa_no-of-pages,attribute_data:pa_no-of-pages,attribute:pa_publisher,attribute_data:pa_publisher,attribute:pa_subject,attribute_data:pa_subject,attribute:pa_tags,attribute_data:pa_tags
Dwadash Jyotirlinga,https://shop.advaitaashrama.org/product/dwadash-jyotirlinga/,,,Swami Achyutananda,UOB107,45,40,140,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB107-0.jpg ! alt : ! title : UOB107-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB107-1.jpg ! alt : ! title : UOB107-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB107-2.jpg ! alt : ! title : UOB107-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB107-3.jpg ! alt : ! title : UOB107-3 ! desc : ! caption :,55,simple,rated-5,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,Swami Achyutananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,185,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Pilgrimage,0|1|0
Amrita Sandhaner Katha: Spiritual Conversations with Swami Bhuteshananda,https://shop.advaitaashrama.org/product/amrita-sandhaner-katha/,,,Swami Bhuteshananda,UOB108,60,54,255,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/uob108.jpg ! alt : Amrita Sandhaner Katha: Spiritual Conversations with Swami Bhuteshananda ! title : Amrita Sandhaner Katha: Spiritual Conversations with Swami Bhuteshananda 1 ! desc : ! caption :,24,simple,,"Udbodhan Karyalaya, Kolkata|Books","Bengali|Spiritual Life|Swami Bhuteshananda|Udbodhan Karyalaya, Kolkata",,,,,,,,,,,,,,,,Swami Bhuteshananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,233,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
Yugavanir Aloke: Lectures of Swami Gahanananda,https://shop.advaitaashrama.org/product/yugavanir-aloke/,,,Swami Gahanananda,UOB110,35,31,0,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB110-0.jpg ! alt : ! title : UOB110-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB110-1.jpg ! alt : ! title : UOB110-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB110-2.jpg ! alt : ! title : UOB110-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB110-3.jpg ! alt : ! title : UOB110-3 ! desc : ! caption :,6,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books|Books > Sri Ramakrishna > Ramakrishna Order",Bengali|Kolkata|Miscellaneous|Swami Gahanananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Gahanananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,126,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Miscellaneous,0|1|0
Mahat Jivane Param Satyer Abhasita Alo,https://shop.advaitaashrama.org/product/mahat-jivane-param-satyer-abhasita-alo/,,,Swami Tathagatananda,UOB111,0,,,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/uob111.jpg ! alt : Mahat Jivane Param Satyer Abhasita Alo ! title : Mahat Jivane Param Satyer Abhasita Alo 1 ! desc : ! caption :,1,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",Bengali|Biographies|Kolkata|Swami Tathagatananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Tathagatananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,288,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Biographies,0|1|0
Vastav Jivane Adhyatmikta,https://shop.advaitaashrama.org/product/vastav-jivane-adhyatmikta/,,,Swami Lokeswarananda,UOB112,110,99,315,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB112.jpg ! alt : ! title : UOB112 ! desc : ! caption :,36,simple,outofstock|rated-4,"Udbodhan Karyalaya, Kolkata|Books|Books > Self Help|Books > Self Help > Spiritual Life",Bengali|Kolkata|Spiritual Life|Swami Lokeswarananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Lokeswarananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,318,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,,
Galpa Malika,https://shop.advaitaashrama.org/product/galpa-malika/,,,Swami Chetanananda,UOB113,100,90,350,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/uob113.jpg ! alt : Galpa Malika ! title : Galpa Malika 1 ! desc : ! caption :,38,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books","Bengali|Miscellaneous|Swami Chetanananda|Udbodhan Karyalaya, Kolkata",,,,,,,,,,,,,,,,Swami Chetanananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,375,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Miscellaneous,0|1|0
Punyatirtha Bharat,https://shop.advaitaashrama.org/product/punyatirtha-bharat-1/,,,Swami Divyatmananda,UOB115,150,135,580,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB115-0-1-scaled.jpg ! alt : ! title : UOB115-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB115-1-scaled.jpg ! alt : ! title : UOB115-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB115-2-scaled.jpg ! alt : ! title : UOB115-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB115-3-scaled.jpg ! alt : ! title : UOB115-3 ! desc : ! caption :,44,simple,outofstock|rated-4,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,Swami Divyatmananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,415,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Pilgrimage,0|1|0
Pariprashna (Vol 1),https://shop.advaitaashrama.org/product/pariprashna-vol-1/,,,Swami Bhuteshananda,UOB116,160,144,515,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB116-1.jpg ! alt : ! title : UOB116 ! desc : ! caption :,30,simple,outofstock,"Centres|Udbodhan Karyalaya, Kolkata|Books|Books > Sri Ramakrishna > Ramakrishna Order",Bengali|Kolkata|Miscellaneous|Swami Bhuteshananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Bhuteshananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,312,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,,
Belur Ramakrishna Sangher Sanghadhyaksha Parampara,https://shop.advaitaashrama.org/product/belur-ramakrishna-sangher-sanghadhyaksha-parampara/,,,A Compilation,UOB118,250,225,670,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB118_2.jpg ! alt : ! title : UOB118_2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB118_1.jpg ! alt : ! title : UOB118_1 ! desc : ! caption :,12,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books|Books > Sri Ramakrishna > Ramakrishna Order",A Compilation|Bengali|Kolkata|Ramakrishna Movement|Udbodhan Karyalaya,,,,,,,,,,,,,,,,A Compilation,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,150,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Ramakrishna Movement,0|1|0
Pariprashna (Vol 2),https://shop.advaitaashrama.org/product/pariprashna-vol-2/,,,Swami Bhuteshananda,UOB119,150,135,500,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB119-1.jpg ! alt : ! title : UOB119 ! desc : ! caption :,28,simple,outofstock,"Centres|Udbodhan Karyalaya, Kolkata|Books|Books > Sri Ramakrishna > Ramakrishna Order",Bengali|Kolkata|Miscellaneous|Swami Bhuteshananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Bhuteshananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,304,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,,
Pariprashna (Vol 3),https://shop.advaitaashrama.org/product/pariprashna-vol-3/,,,Swami Bhuteshananda,UOB121,160,144,510,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB121.jpg ! alt : ! title : UOB121 ! desc : ! caption :,25,simple,outofstock,"Centres|Udbodhan Karyalaya, Kolkata|Books|Books > Sri Ramakrishna > Ramakrishna Order",Bengali|Kolkata|Miscellaneous|Swami Bhuteshananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Bhuteshananda,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,323,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,,
Unish Shataker Varanasi,https://shop.advaitaashrama.org/product/unish-shataker-varanasi-1/,,,Swami Medhasananda,UOB124,120,108,330,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB095-0-scaled.jpg ! alt : ! title : UOB095-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB095-2-scaled.jpg ! alt : ! title : UOB095-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOB095-1-scaled.jpg ! alt : ! title : UOB095-1 ! desc : ! caption :,22,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,,,Paperback,1|1|0,9.79E+12,2|1|0,Bengali,3|1|0,,,310,4|1|0,"Udbodhan Karyalaya, Kolkata",5|1|0,,,,
The Master as I Saw Him,https://shop.advaitaashrama.org/product/the-master-as-i-saw-him/,,,Sister Nivedita,UOE001,80,72,340,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE001-0.jpg ! alt : ! title : UOE001-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE001-1.jpg ! alt : ! title : UOE001-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE001-2-1-scaled.jpg ! alt : ! title : UOE001-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE001-3-1-scaled.jpg ! alt : ! title : UOE001-3 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE001-4-scaled.jpg ! alt : ! title : UOE001-4 ! desc : ! caption :,92,simple,outofstock|rated-5,"Udbodhan Karyalaya, Kolkata|Books|Books > Disciples > Sister Nivedita",,,,,,,,,,,,,,,,,Sister Nivedita,0|1|0,Deluxe (Hardbound),0|1|0,9.79E+12,0|1|0,English,0|1|0,,,336,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Reminiscences|Sister Nivedita|Swami Vivekananda|Works,0|1|0
Aggressive Hinduism,https://shop.advaitaashrama.org/product/aggressive-hinduism/,,,Sister Nivedita,UOE002,5,4,20,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/uoe002.jpg ! alt : Aggressive Hinduism ! title : Aggressive Hinduism 1 ! desc : ! caption :,49,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",English|Hinduism|Kolkata|Sister Nivedita|Udbodhan Karyalaya|Works,,,,,,,,,,,,,,,,Sister Nivedita,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,English,0|1|0,,,41,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Hinduism|Sister Nivedita|Works,0|1|0
Civic and National Ideals,https://shop.advaitaashrama.org/product/civic-and-national-ideals/,,,Sister Nivedita,UOE003,30,27,80,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE003-0-scaled.jpg ! alt : ! title : UOE003-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE003-1-scaled.jpg ! alt : ! title : UOE003-1 ! desc : ! caption :,8,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books > Self Help > Value Education|Books|Books > Self Help",,,,,,,,,,,,,,,,,Sister Nivedita,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,English,0|1|0,,,95,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,,
Hints on National Education,https://shop.advaitaashrama.org/product/hints-on-national-education/,,,Sister Nivedita,UOE004,35,31,140,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE004-0.jpg ! alt : ! title : UOE004-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE004-1.jpg ! alt : ! title : UOE004-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE004-2.jpg ! alt : ! title : UOE004-2 ! desc : ! caption :,14,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,Sister Nivedita,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,English,0|1|0,,,184,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Education|Sister Nivedita|Works,0|1|0
Shiva and Buddha,https://shop.advaitaashrama.org/product/shiva-and-buddha/,,,Sister Nivedita,UOE005,10,9,40,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE005-1-1-scaled.jpg ! alt : ! title : UOE005-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE005-23-scaled.jpg ! alt : ! title : UOE005-23 ! desc : ! caption :,25,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books > Self Help > Value Education|Books",English|Kolkata|Sister Nivedita|Udbodhan Karyalaya|Works,,,,,,,,,,,,,,,,Sister Nivedita,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,English,0|1|0,,,42,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Sister Nivedita|Works,0|1|0
Notes on Some Wanderings with Swami Vivekananda,https://shop.advaitaashrama.org/product/notes-on-some-wanderings-with-swami-vivekananda-1/,,,Sister Nivedita,UOE006,25,22,90,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE006_1.jpg ! alt : ! title : UOE006_1 ! desc : ! caption :,43,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books|Books > Swami Vivekananda > Vivekananda – Teachings|Books > Disciples > Sister Nivedita",*SWAMI VIVEKANANDA*|English|Kolkata|Reminiscences|Sister Nivedita|Udbodhan Karyalaya|Works,,,,,,,,,,,,,,,,Sister Nivedita,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,English,0|1|0,,,108,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Reminiscences|Sister Nivedita|Swami Vivekananda|Works,0|1|0
The Vedanta : Its Theory and Practice,https://shop.advaitaashrama.org/product/the-vedanta-its-theory-and-practice/,,,Swami Saradananda,UOE007,7,6,25,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UOE007.png ! alt : ! title : UOE007 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/IOE010.jpg ! alt : ! title : IOE010 ! desc : ! caption :,60,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,Swami Saradananda,0|1|0,Paperback,0|1|0,Not Available,0|1|0,English,0|1|0,,,25,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Direct Disciples|Works,0|1|0
Dhyan,https://shop.advaitaashrama.org/product/dhyan-4/,,,Swami Dhyanananda,UPB001,15,13,55,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB001-0.jpg ! alt : ! title : UPB001-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB001-1.jpg ! alt : ! title : UPB001-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB001-2.jpg ! alt : ! title : UPB001-2 ! desc : ! caption :,30,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",Dhyan|Kolkata|Onkar|Sadhyar,,,,,,,,,,,,,,,,Swami Dhyanananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,92,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Meditation,0|1|0
Dhyan O Maner Shakti,https://shop.advaitaashrama.org/product/dhyan-o-maner-shakti/,,,Swami Vivekananda,UPB002,16,14,50,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB002-0.jpg ! alt : ! title : UPB002-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB002-1.jpg ! alt : ! title : UPB002-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB002-2.jpg ! alt : ! title : UPB002-2 ! desc : ! caption :,138,simple,rated-5,"Udbodhan Karyalaya, Kolkata|Books",Different types of meditation|Meditation|Preparation for meditation|The basics of meditation|Theory of meditation|Works,,,,,,,,,,,,,,,,*SWAMI VIVEKANANDA*,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,59,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Meditation|Swami Vivekananda|Works,0|1|0
Dhyan Shanti Ananda,https://shop.advaitaashrama.org/product/dhyan-shanti-ananda/,,,A Compilation,UPB003,25,22,65,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/upb003.jpg ! alt : Dhyan Shanti Ananda ! title : Dhyan Shanti Ananda 1 ! desc : ! caption :,31,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books","A Compilation|Bengali|Meditation|Udbodhan Karyalaya, Kolkata",,,,,,,,,,,,,,,,A Compilation,0|1|0,Paperback,0|1|0,9.80E+12,0|1|0,Bengali,0|1|0,,,78,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Meditation,0|1|0
Man O Tar Niyantran,https://shop.advaitaashrama.org/product/man-o-tar-niyantran/,,,Swami Budhananda,UPB004,25,22,55,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB004-0.jpg ! alt : ! title : UPB004-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB004-1.jpg ! alt : ! title : UPB004-1 ! desc : ! caption :,76,simple,outofstock|rated-5,"Udbodhan Karyalaya, Kolkata|Books|Books > Philosophy > Mind|Books > Self Help",Bengali|Kolkata|Spiritual Life|Swami Budhananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Budhananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,57,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
Dhyan Sadhana Siddhi,https://shop.advaitaashrama.org/product/dhyan-sadhana-siddhi-1/,,,Swami Satprakashananda,UPB005,60,54,175,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB005.jpg ! alt : ! title : UPB005 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB005-0.jpg ! alt : ! title : UPB005-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB005-1.jpg ! alt : ! title : UPB005-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB005-2.jpg ! alt : ! title : UPB005-2 ! desc : ! caption :,37,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,Swami Satprakashananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,229,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,,
Paramartha Prasanga,https://shop.advaitaashrama.org/product/paramartha-prasanga-1/,,,Swami Virajananda,UPB007,35,31,95,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/upb007.jpg ! alt : Paramartha Prasanga ! title : Paramartha Prasanga 1 ! desc : ! caption :,109,simple,outofstock|rated-5,"Centres|Udbodhan Karyalaya, Kolkata|Books|Books > Sri Ramakrishna > Ramakrishna Order",Bengali|Kolkata|Spiritual Life|Swami Virajananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Virajananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,111,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
Bharater Sadhana,https://shop.advaitaashrama.org/product/bharater-sadhana/,,,Swami Prajnananda,UPB008,70,63,250,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB008-0-scaled.jpg ! alt : ! title : UPB008-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB008-1-scaled.jpg ! alt : ! title : UPB008-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB008-2-scaled.jpg ! alt : ! title : UPB008-2 ! desc : ! caption :,10,simple,,"Udbodhan Karyalaya, Kolkata|Books",Bengali|Indian Culture|Kolkata|Swami Prajnananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Prajnananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,206,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Indian Culture,0|1|0
Amriter Sandhane,https://shop.advaitaashrama.org/product/amriter-sandhane/,,,Swami Vireshwarananda,UPB009,15,13,50,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/upb009.jpg ! alt : Amriter Sandhane ! title : Amriter Sandhane 1 ! desc : ! caption :,13,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books","Bengali|Spiritual Life|Swami Vireshwarananda|Udbodhan Karyalaya, Kolkata",,,,,,,,,,,,,,,,Swami Vireshwarananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,56,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
Kah Panthah,https://shop.advaitaashrama.org/product/kah-panthah/,,,Swami Gambhirananda,UPB010,25,22,95,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/upb010.jpg ! alt : Kah Panthah ! title : Kah Panthah 1 ! desc : ! caption :,10,simple,,"Udbodhan Karyalaya, Kolkata|Books","Bengali|Spiritual Life|Swami Gambhirananda|Udbodhan Karyalaya, Kolkata",,,,,,,,,,,,,,,,Swami Gambhirananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,118,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
E Yuge Dharma Keno,https://shop.advaitaashrama.org/product/e-yuge-dharma-keno/,,,Swami Vireshwarananda,UPB011,35,31,130,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB011-0.jpg ! alt : ! title : UPB011-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB011-1.jpg ! alt : ! title : UPB011-1 ! desc : ! caption :,8,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",Bengali|Kolkata|Miscellaneous|Swami Vireshwarananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Vireshwarananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,164,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Miscellaneous,0|1|0
Gitatattva (Bengali),https://shop.advaitaashrama.org/product/gitatattva-bengali/,,,Swami Saradananda,UPB012,35,31,140,https://shop.advaitaashrama.org/wp-content/uploads/2016/12/upb012.jpg ! alt : Gitatattva Beng ! title : Gitatattva Beng 1 ! desc : ! caption :,48,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",Bengali|Direct Disciples|Gita|Kolkata|Scriptures|Swami Saradananda|Udbodhan Karyalaya|Works,,,,,,,,,,,,,,,,Swami Saradananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,174,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Direct Disciples|Gita|Scriptures|Works,0|1|0
Devatver Sandhane,https://shop.advaitaashrama.org/product/devatver-sandhane/,,,Swami Ashokananda,UPB013,25,22,65,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB013-0.jpg ! alt : ! title : UPB013-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB013-1.jpg ! alt : ! title : UPB013-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/UPB013-2.jpg ! alt : ! title : UPB013-2 ! desc : ! caption :,16,simple,,"Udbodhan Karyalaya, Kolkata|Books",Bengali|Celibacy|Married context|sandhya vandana o kirtan|What is helpful is human love,,,,,,,,,,,,,,,,Swami Ashokananda,0|1|0,Paperback,0|1|0,9.79E+12,0|1|0,Bengali,0|1|0,,,106,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
Pratyaksha Apratyaksha,https://shop.advaitaashrama.org/product/pratyaksha-apratyaksha/,,,Swami Virajananda,UPB014,12,11,60,https://shop.advaitaashrama.org/wp-content/uploads/2016/10/upb014-0.jpg ! alt : ! title : upb014-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/upb014-1.jpg ! alt : ! title : upb014-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2016/10/upb014-2.jpg ! alt : ! title : upb014-2 ! desc : ! caption :,16,simple,outofstock,"Udbodhan Karyalaya, Kolkata|Books",,,,,,,,,,,,,,,,,Swami Virajananda,0|1|0,Paperback,0|1|0,Not Available,0|1|0,Bengali,0|1|0,,,76,0|1|0,"Udbodhan Karyalaya, Kolkata",0|1|0,,,Spiritual Life,0|1|0
